DATE,DEXSFUS
2019-01-21,13.8275
2019-01-22,13.935
2019-01-23,13.845
2019-01-24,13.705
2019-01-25,13.615
2019-01-28,13.705
2019-01-29,13.5875
2019-01-30,13.58
2019-01-31,13.285
2019-02-01,13.3125
2019-02-04,13.3975
2019-02-05,13.39
2019-02-06,13.5125
2019-02-07,13.665
2019-02-08,13.6475
2019-02-11,13.825
2019-02-12,13.785
2019-02-13,13.965
2019-02-14,14.24
2019-02-15,14.1225
2019-02-18,14.1225
2019-02-19,14.12
2019-02-20,14.12
2019-02-21,14.0125
2019-02-22,13.975
2019-02-25,13.8075
2019-02-26,13.885
2019-02-27,13.9125
2019-02-28,14.075
2019-03-01,14.1975
2019-03-04,14.2425
2019-03-05,14.1775
2019-03-06,14.235
2019-03-07,14.5
2019-03-08,14.405
2019-03-11,14.36
2019-03-12,14.3225
2019-03-13,14.4075
2019-03-14,14.4875
2019-03-15,14.3975
2019-03-18,14.4325
2019-03-19,14.435
2019-03-20,14.3725
2019-03-21,14.235
2019-03-22,14.485
2019-03-25,14.3175
2019-03-26,14.4275
2019-03-27,14.6175
2019-03-28,14.62
2019-03-29,14.4275
2019-04-01,14.1675
2019-04-02,14.2525
2019-04-03,14.1375
2019-04-04,14.1275
2019-04-05,14.0625
2019-04-08,14.12
2019-04-09,14.05
2019-04-10,13.905
2019-04-11,14.005
2019-04-12,13.935
2019-04-15,14.015
2019-04-16,14.055
2019-04-17,14.005
2019-04-18,14.0375
2019-04-19,14.0725
2019-04-22,14.16
2019-04-23,14.305
2019-04-24,14.405
2019-04-25,14.4275
2019-04-26,14.3225
2019-04-29,14.3075
2019-04-30,14.325
2019-05-01,14.365
2019-05-02,14.5375
2019-05-03,14.37
2019-05-06,14.4825
2019-05-07,14.44
2019-05-08,14.3375
2019-05-09,14.39
2019-05-10,14.1825
2019-05-13,14.35
2019-05-14,14.2275
2019-05-15,14.1975
2019-05-16,14.2125
2019-05-17,14.4275
2019-05-20,14.375
2019-05-21,14.3875
2019-05-22,14.385
2019-05-23,14.4475
2019-05-24,14.4275
2019-05-27,14.4275
2019-05-28,14.73
2019-05-29,14.73
2019-05-30,14.7
2019-05-31,14.585
2019-06-03,14.49
2019-06-04,14.7125
2019-06-05,14.8925
2019-06-06,14.98
2019-06-07,14.985
2019-06-10,14.785
2019-06-11,14.68
2019-06-12,14.8425
2019-06-13,14.8975
2019-06-14,14.795
2019-06-17,14.7975
2019-06-18,14.5025
2019-06-19,14.4825
2019-06-20,14.335
2019-06-21,14.34
2019-06-24,14.3775
2019-06-25,14.2925
2019-06-26,14.22
2019-06-27,14.1525
2019-06-28,14.14
2019-07-01,14.1375
2019-07-02,14.075
2019-07-03,14.0925
2019-07-04,14.0925
2019-07-05,14.1875
2019-07-08,14.125
2019-07-09,14.135
2019-07-10,14.04
2019-07-11,13.92
2019-07-12,13.985
2019-07-15,13.9125
2019-07-16,13.935
2019-07-17,13.95
2019-07-18,13.8775
2019-07-19,13.91
